,#,الرقم الوزاري,اسم المدرسة,المرحلة,نوع التعليم,مكتب التعليم,الجنس,الحي,نوع البناء,الفترة,مستقلة/ملحقة,عدد الفصول ,حجم المدرسة,خط العرض,خط الطول,الموقع,CL,O&M,HVAC,All scope
556,557,32319,الخيف الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,24,كبير,21.57338,39.22761,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
557,558,32258,النموذجية الثالثة الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,21,وسط,21.59605,39.19618,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
558,559,32261,أسيد بن حضير الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,21,وسط,21.57082,39.21371,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
559,560,32937,سعد بن عبادة الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,مستأجر,صباحي,مشترك أساسي,17,وسط,21.60304,39.2113,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
560,561,33004,سفيان الثوري الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,المروة,حكومي,صباحي,مشترك أساسي,24,كبير,21.63179,39.21032,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
561,562,32320,شيبة بن عثمان الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,حكومي,صباحي,مشترك أساسي,36,كبير,21.58506,39.2325,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
562,563,32113,عقبة بن نافع الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الاجواد,حكومي,صباحي,مشترك أساسي,28,كبير,21.60729,39.26235,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
563,564,33052,نجد الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الاجواد,مستأجر,صباحي,مستقل,18,وسط,21.59275,39.26583,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
564,565,M32582,الاحنف بن قيس الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,حكومي,صباحي,مشترك أساسي,19,وسط,21.58941,39.2458,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
565,566,M3932866,الامير مشعل بن ماجد الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,19,وسط,21.58284,39.21628,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
566,567,M3932865,الرحمانية الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,حكومي,صباحي,مستقل,10,صغير,21.5794,39.23373,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
567,568,M532522,رضوى الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,26,كبير,21.57044,39.21809,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
568,569,M3933019,سهيل بن عبدالله الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,المروة,حكومي,صباحي,مشترك أساسي,22,كبير,21.61769,39.19437,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
569,570,M532570,علي بن ابي طالب الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,26,كبير,21.57774,39.20262,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
570,571,M32575,عمر بن الخطاب الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,28,كبير,21.57769,39.2213,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
571,572,M3933229,عوف بن مالك الاشجعي الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,حكومي,صباحي,مشترك أساسي,24,كبير,21.59037,39.24094,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
572,573,32515,ذي النورين المتوسطة لتحفيظ القران الكريم,المرحلة المتوسطة,تحفيظ قران,مكتب تعليم الصفا-بنين,بنين,الرحاب,حكومي,صباحي,مستقل,21,وسط,21.54773,39.23191,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
573,574,32946,اسد بن الفرات المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مستقل,20,وسط,21.57137,39.21745,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
574,575,32401,الاقصى المبارك المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الرحاب,حكومي,صباحي,مشترك أساسي,22,كبير,21.55805,39.22065,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
575,576,32402,الامام فيصل بن تركي المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,14,وسط,21.57605,39.21692,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
576,577,32447,البحتري المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,مستأجر,صباحي,مستقل,13,وسط,21.59894,39.19678,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
577,578,33203,الحارث بن كلدة المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,المروة,مستأجر,صباحي,مستقل,15,وسط,21.62302,39.19697,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
578,579,32431,الحديثة المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,17,وسط,21.57779,39.22686,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
579,580,32444,المسعودي المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مشترك أساسي,18,وسط,21.56455,39.20474,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
580,581,32468,تميم الداري المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,السامر,حكومي,صباحي,مستقل,27,كبير,21.59162,39.24146,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
581,582,32441,صهيب بن سنان المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,حكومي,صباحي,مستقل,27,كبير,21.59848,39.21984,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
582,583,32981,عكرمة بن ابي جهل المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الصفا,مستأجر,صباحي,مستقل,15,وسط,21.58292,39.20091,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
583,584,33166,يزيد بن المنذر الانصاري المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الاجواد,حكومي,صباحي,مشترك أساسي,22,كبير,21.60107,39.26763,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
584,585,132008,معهد التربية الفكرية الابتدائي 2,المرحلة الإبتدائية,معهد,مكتب تعليم الفضيلة-بنين,بنين,الأمير عبد المجيد,حكومي,صباحي,مشترك اساسي,27,كبير,21.42694,39.28677,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
585,586,32250,الامير فواز بن عبدالعزيز الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير فواز الجنوبي,حكومي,صباحي,مستقل,21,وسط,21.42501,39.30306,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
586,587,32196,سهيل بن عمرو الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,حكومي,صباحي,مشترك أساسي,24,كبير,21.4281,39.28068,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
587,588,M132015,ابن حزم الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الفاروق,حكومي,صباحي,مشترك أساسي,20,وسط,21.45341,39.27545,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
588,589,M132027,الامير فواز بن عبدالعزيز الثانوية (  ) - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير فواز الجنوبي,حكومي,صباحي,مشترك أساسي,12,صغير,21.42251,39.29994,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
589,590,M3933080,كعب بن مالك الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الاجاويد,مستأجر,صباحي,مستقل,12,صغير,21.45743,39.32239,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
590,591,33224,الامير فواز بن عبدالعزيز المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير فواز الجنوبي,حكومي,صباحي,مشترك أساسي,12,صغير,21.42183,39.29986,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
591,592,33164,عتبان بن مالك المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الاجاويد,مستأجر,صباحي,مشترك أساسي,11,صغير,21.40342,39.30261,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
592,593,33009,غرناطة المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,حكومي,صباحي,مشترك أساسي,20,وسط,21.42429,39.29097,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
593,594,32156,ابن رشد الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,الشرفية,حكومي,صباحي,مشترك أساسي,17,وسط,21.50815,39.1857,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
594,595,32160,ابو بكر الصديق الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,الرويس,حكومي,صباحي,مشترك أساسي,20,وسط,21.52394,39.17545,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
595,596,32162,ابي الدرداء الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,العزيزية,حكومي,صباحي,مستقل,12,صغير,21.5541,39.18184,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
596,597,32161,ابي سفيان الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,بني مالك,حكومي,صباحي,مشترك أساسي,27,كبير,21.53206,39.21419,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
597,598,32334,الامير بندر بن عبدالعزيز الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,النسيم,حكومي,صباحي,مشترك أساسي,21,وسط,21.52165,39.22739,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
598,599,32264,الرياض الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,الاندلس,حكومي,صباحي,مشترك أساسي,22,كبير,21.55175,39.16637,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
599,600,32310,النموذجية الخامسة الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,الشرفية,حكومي,صباحي,مشترك أساسي,23,كبير,21.527,39.19126,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
600,601,32325,النموذجية السادسة الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفيحاء-بنين,بنين,العزيزية,حكومي,صباحي,مشترك أساسي,19,وسط,21.55482,39.17705,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
